tract,no_vehicle,no_vehicle_universe,no_vehicle_pct,sup_dist,csa,spa,ESRI_OID,Shape__Area,Shape__Length
06037212701,70,796,8.8,District 2,Los Angeles - Country Club Park,SPA 4 - Metro,5519,5137695.229,10446.12242
06037212702,46,1378,3.3,District 2,Los Angeles - Country Club Park,SPA 4 - Metro,5520,9432433.528,13436.74067
06037212800,203,1369,14.8,District 2,Los Angeles - Country Club Park,SPA 4 - Metro,5521,8454048.389,11698.38976
06037212900,278,1440,19.3,District 2,Los Angeles - Country Club Park,SPA 4 - Metro,5522,3940299.25,8740.439585
06037213100,112,1033,10.8,District 2,Los Angeles - Koreatown,SPA 4 - Metro,5523,5781514.454,10486.30028
06037213201,330,1625,20.3,District 2,Los Angeles - Koreatown,SPA 4 - Metro,5524,3589230.659,8182.676888
06037213202,245,1269,19.3,District 2,Los Angeles - Koreatown,SPA 4 - Metro,5525,3637201.032,8141.435081
06037213310,171,900,19,District 2,Los Angeles - Koreatown,SPA 4 - Metro,5526,3346140.252,7793.971041
06037213320,384,976,39.3,District 2,Los Angeles - Koreatown,SPA 4 - Metro,5527,3380926.981,7845.38107
06037213401,348,1607,21.7,District 2,Los Angeles - Pico-Union,SPA 4 - Metro,5528,2108256.961,6326.463376
06037213402,256,1715,14.9,District 2,Los Angeles - Pico-Union,SPA 4 - Metro,5529,4220536.427,8304.775772
06037265304,231,843,27.4,District 3,Los Angeles - Westwood,SPA 5 - West,5530,1394810.988,5790.8978
06037214000,119,1259,9.5,District 3,Los Angeles - Melrose,SPA 4 - Metro,5531,10878898.99,13349.83203
06037214100,45,1676,2.7,District 2,Los Angeles - Hancock Park,SPA 4 - Metro,5532,11954015.66,14119.43583
06037214400,181,1759,10.3,District 3,Los Angeles - Melrose,SPA 4 - Metro,5533,3705387.516,7957.455978
06037214501,135,1543,8.7,District 2,Los Angeles - Park La Brea,SPA 4 - Metro,5534,8104648.127,13972.62344
06037214503,135,1431,9.4,District 2,Los Angeles - Park La Brea,SPA 4 - Metro,5535,2452371.028,6833.362906
06037214504,159,1596,10,District 2,Los Angeles - Park La Brea,SPA 4 - Metro,5536,1310617.075,5783.538301
06037214505,42,897,4.7,District 2,Los Angeles - Park La Brea,SPA 4 - Metro,5537,1510257.356,6781.700024
06037214600,78,1211,6.4,District 3,Los Angeles - Carthay,SPA 4 - Metro,5538,6255496.017,10110.46669
06037214700,149,1141,13.1,District 3,Los Angeles - Carthay,SPA 4 - Metro,5539,6384452.137,10225.82031
06037214800,92,1418,6.5,District 3,Los Angeles - Carthay,SPA 4 - Metro,5540,6204448.755,11233.31398
06037214902,67,1481,4.5,District 3,Los Angeles - Carthay,SPA 4 - Metro,5541,5572430.15,9450.679172
06037214903,165,1073,15.4,District 3,Los Angeles - Carthay,SPA 4 - Metro,5542,1465902.784,5280.136711
06037214904,67,868,7.7,District 3,Los Angeles - Carthay,SPA 4 - Metro,5543,1828968.399,5357.674288
06037215101,385,1749,22,District 2,Los Angeles - Miracle Mile,SPA 4 - Metro,5544,3809331.648,10263.4839
06037215102,177,1952,9.1,District 2,Los Angeles - Miracle Mile,SPA 4 - Metro,5545,2874435.639,7853.989229
06037216100,5,920,0.5,District 2,Los Angeles - Miracle Mile,SPA 4 - Metro,5546,7258622.613,11137.22826
06037216201,51,1385,3.7,District 2,Los Angeles - Miracle Mile,SPA 4 - Metro,5547,4885807.69,10090.45657
06037216202,35,1372,2.6,District 2,Los Angeles - Miracle Mile,SPA 4 - Metro,5548,5435377.364,10155.33577
06037216301,19,627,3,District 2,Los Angeles - Miracle Mile,SPA 4 - Metro,5549,6049546.787,11309.81632
06037216302,56,1644,3.4,District 2,Los Angeles - Miracle Mile,SPA 4 - Metro,5550,7612845.067,11326.86204
06037216401,135,1679,8,District 3,Los Angeles - South Carthay,SPA 5 - West,5551,4453771.929,8573.050905
06037216402,180,1179,15.3,District 3,Los Angeles - South Carthay,SPA 5 - West,5552,2454486.62,6352.559841
06037216700,138,1555,8.9,District 2,Los Angeles - Crestview,SPA 4 - Metro,5553,8359985.127,11708.38862
06037216800,81,1364,5.9,District 2,Los Angeles - South Carthay,SPA 4 - Metro,5554,7970666.101,11541.43513
06037216901,91,1311,6.9,District 2,Los Angeles - Mid-city,SPA 4 - Metro,5555,7529393.079,12049.57402
06037216902,115,1147,10,District 2,Los Angeles - Mid-city,SPA 4 - Metro,5556,4207215.775,9158.065431
06037217001,97,973,10,District 3,Los Angeles - Crestview,SPA 5 - West,5557,5932737.093,10781.49167
06037217002,220,1896,11.6,District 3,Los Angeles - Crestview,SPA 5 - West,5558,8310430.762,11537.25747
06037217101,109,897,12.2,District 2,Los Angeles - Mid-city,SPA 4 - Metro,5559,4274959.882,9355.779926
06037217102,123,1260,9.8,District 2,Los Angeles - Mid-city,SPA 4 - Metro,5560,5389199.599,9500.850443
06037217200,160,1632,9.8,District 2,Los Angeles - Mid-city,SPA 4 - Metro,5561,9910637.518,15000.92524
06037218110,189,1268,14.9,District 2,Los Angeles - Victoria Park,SPA 4 - Metro,5562,6462720.51,12750.58451
06037218120,241,1296,18.6,District 2,Los Angeles - Victoria Park,SPA 4 - Metro,5563,4789315.242,8883.841242
06037218210,278,1166,23.8,District 2,Los Angeles - St Elmo Village,SPA 4 - Metro,5564,4174755.21,8767.262446
06037218220,107,1386,7.7,District 2,Los Angeles - Lafayette Square,SPA 4 - Metro,5565,7202036.963,11673.24427
06037218300,216,2314,9.3,District 2,Los Angeles - Cloverdale/Cochran,SPA 4 - Metro,5566,9721211.265,17303.9296
06037218400,167,1351,12.4,District 2,Los Angeles - Cloverdale/Cochran,SPA 6 - South,5567,6980031.273,12172.12756
06037218500,131,972,13.5,District 2,Los Angeles - Cloverdale/Cochran,SPA 6 - South,5568,5644938.34,10970.17719
06037218600,189,1140,16.6,District 2,Los Angeles - Longwood,SPA 6 - South,5569,4579166.224,8896.786943
06037218701,138,819,16.8,District 2,Los Angeles - Wellington Square,SPA 6 - South,5570,5970334.19,10677.08646
06037218702,70,839,8.3,District 2,Los Angeles - Wellington Square,SPA 6 - South,5571,3863251.223,10277.68971
06037218800,42,979,4.3,District 2,Los Angeles - West Adams,SPA 6 - South,5572,4408954.67,9003.460742
06037218900,401,2181,18.4,District 2,Los Angeles - West Adams,SPA 6 - South,5573,7590636.39,11501.14015
06037219010,98,1011,9.7,District 2,Los Angeles - Jefferson Park,SPA 6 - South,5574,4746129.565,9379.451136
06037219020,158,1366,11.6,District 2,Los Angeles - Jefferson Park,SPA 6 - South,5575,7814189.071,11235.00058
06037219300,116,1432,8.1,District 2,Los Angeles - Crenshaw District,SPA 6 - South,5576,7032522.358,11229.4923
06037219500,58,781,7.4,District 2,Los Angeles - Crenshaw District,SPA 6 - South,5577,5980859.906,10424.03707
06037219700,123,1315,9.4,District 2,Los Angeles - Exposition,SPA 6 - South,5578,11747848.22,16573.54475
06037219800,99,941,10.5,District 2,Los Angeles - Alsace,SPA 6 - South,5579,4802367.251,9731.285899
06037219901,205,1514,13.5,District 2,Los Angeles - Alsace,SPA 6 - South,5580,5688670.425,10072.62767
06037219902,102,1082,9.4,District 2,Los Angeles - Alsace,SPA 6 - South,5581,8665149.896,13255.38859
06037220000,367,2117,17.3,District 2,Los Angeles - Crenshaw District,SPA 6 - South,5582,10481820.83,12777.39618
06037220100,171,1064,16.1,District 2,Los Angeles - Baldwin Hills,SPA 6 - South,5583,10553580.63,16872.26255
06037221110,281,1069,26.3,District 1,Los Angeles - Pico-Union,SPA 4 - Metro,5584,2543189.478,6917.142183
06037221120,152,794,19.1,District 1,Los Angeles - Pico-Union,SPA 4 - Metro,5585,3461839.033,7508.702186
06037221210,125,869,14.4,District 2,Los Angeles - Harvard Heights,SPA 4 - Metro,5586,3886574.75,8400.448346
06037221220,213,925,23,District 2,Los Angeles - Harvard Heights,SPA 4 - Metro,5587,7061620.8,10517.00659
06037221302,265,1180,22.5,District 2,Los Angeles - Harvard Heights,SPA 4 - Metro,5588,4979090.126,10182.99783
06037221303,187,703,26.6,District 2,Los Angeles - Harvard Heights,SPA 4 - Metro,5589,2529230.908,6479.802078
06037221304,178,1160,15.3,District 2,Los Angeles - Harvard Heights,SPA 4 - Metro,5590,2439438.5,6306.027579
06037221401,217,1107,19.6,District 2,Los Angeles - West Adams,SPA 6 - South,5591,5807308.304,9622.084149
06037221402,169,913,18.5,District 2,Los Angeles - West Adams,SPA 6 - South,5592,5758103.041,12851.78756
06037221500,299,1059,28.2,District 2,Los Angeles - West Adams,SPA 6 - South,5593,4097488.707,8382.655715
06037221601,251,958,26.2,District 2,Los Angeles - West Adams,SPA 6 - South,5594,3980776.46,8298.425995
06037221602,152,914,16.6,District 2,Los Angeles - West Adams,SPA 6 - South,5595,5577270.451,11987.07714
06037221710,302,936,32.3,District 2,Los Angeles - West Adams,SPA 6 - South,5596,3536802.525,8105.219435
06037221810,284,900,31.6,District 2,Los Angeles - University Park,SPA 6 - South,5597,3275873.116,7474.754211
06037221820,267,905,29.5,District 2,Los Angeles - University Park,SPA 6 - South,5598,2200173.892,5840.162706
06037221900,322,870,37,District 2,Los Angeles - University Park,SPA 6 - South,5599,4403034.389,10551.99092
06037222001,110,956,11.5,District 2,Los Angeles - Exposition Park,SPA 6 - South,5600,5104919.046,9152.508792
06037222002,315,1409,22.4,District 2,Los Angeles - Exposition Park,SPA 6 - South,5601,7060516.012,10841.46998
06037222100,128,1204,10.6,District 2,Los Angeles - Adams-Normandie,SPA 6 - South,5602,5152775.115,10486.62202
06037222200,125,1292,9.7,District 2,Los Angeles - Adams-Normandie,SPA 6 - South,5603,5186450.168,10532.84285
06037222500,68,1180,5.8,District 2,Los Angeles - Exposition Park,SPA 6 - South,5604,7020978.229,10605.3248
06037222600,280,1610,17.4,District 2,Los Angeles - Exposition Park,SPA 6 - South,5605,7012275.474,10584.98626
06037224010,594,1614,36.8,District 1,Los Angeles - Downtown,SPA 4 - Metro,5606,8935641.598,13793.16181
06037224020,276,905,30.5,District 1,Los Angeles - Downtown,SPA 4 - Metro,5607,13274685.4,15194.74541
06037980010,9,56,16.1,District 1,Los Angeles - Elysian Park,SPA 4 - Metro,5608,41576170.86,34977.57638
06037224200,205,749,27.4,District 1,Los Angeles - Pico-Union,SPA 4 - Metro,5609,4048361.072,8617.785777
06037224310,147,560,26.3,District 1,Los Angeles - Pico-Union,SPA 4 - Metro,5610,1829472.242,6639.978812
06037980011,0,16,0,District 4,City of Long Beach,SPA 8 - South Bay,5611,14668888.93,17562.24832
06037224320,399,1129,35.3,District 1,Los Angeles - Pico-Union,SPA 4 - Metro,5612,3148559.907,8337.933606
06037224410,237,1075,22,District 2,Los Angeles - University Park,SPA 6 - South,5613,4725219.912,10260.67537
06037980012,0,0,,District 4,City of Downey,SPA 7 - East,5614,9903053.646,15069.52169
06037224420,322,888,36.3,District 2,Los Angeles - University Park,SPA 6 - South,5615,3967094.944,8686.500402
06037224600,173,794,21.8,District 2,Los Angeles - University Park,SPA 6 - South,5616,7717302.547,11199.31188
06037980013,0,0,,District 2,City of El Segundo,SPA 8 - South Bay,5617,57052445.93,33824.62398
06037224701,139,271,51.3,District 2,Los Angeles - University Park,SPA 6 - South,5618,2557086.5,7567.399637
06037224702,329,691,47.6,District 2,Los Angeles - University Park,SPA 6 - South,5619,4249936.354,9717.867464
06037226001,165,601,27.5,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,5620,11262506.09,19000.49175
06037226002,589,1177,50,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,5621,27454967.1,21360.59037
06037226410,208,864,24.1,District 2,Los Angeles - Central,SPA 6 - South,5622,3020288.669,7061.801017
06037980014,0,10,0,District 4,Los Angeles - Wilmington,SPA 8 - South Bay,5623,80461949.76,67612.0054
06037226420,226,1357,16.7,District 2,Los Angeles - Central,SPA 6 - South,5624,4595354.354,8778.891445
06037226701,31,641,4.8,District 2,Los Angeles - Central,SPA 6 - South,5625,4036350.901,9176.572268
06037226702,124,900,13.8,District 2,Los Angeles - Central,SPA 6 - South,5626,4406073.594,11981.42995
06037227010,158,1077,14.7,District 2,Los Angeles - Central,SPA 6 - South,5627,6216997.725,11488.35724
06037227020,56,782,7.2,District 2,Los Angeles - Central,SPA 6 - South,5628,4614952.896,8995.564673
06037228100,27,1221,2.2,District 2,Los Angeles - Vernon Central,SPA 6 - South,5629,10984093.92,14969.74278
06037228210,153,1022,15,District 2,Los Angeles - Central,SPA 6 - South,5630,4507252.899,9082.69698
06037228220,153,966,15.8,District 2,Los Angeles - Vernon Central,SPA 6 - South,5631,3933562.866,9102.119002
06037228310,185,1051,17.6,District 2,Los Angeles - Central,SPA 6 - South,5632,5963185.02,10969.79396
06037228320,57,727,7.8,District 2,Los Angeles - Vernon Central,SPA 6 - South,5633,3529045.539,9981.913447
06037228410,35,732,4.8,District 2,Los Angeles - Central,SPA 6 - South,5634,2993552.682,7099.980284
06037228420,89,672,13.2,District 2,Los Angeles - South Park,SPA 6 - South,5635,2985814.795,7921.095236
06037228500,104,1137,9.1,District 2,Los Angeles - South Park,SPA 6 - South,5636,4884458.176,9075.608058
06037228600,145,1107,13.1,District 2,Los Angeles - Vernon Central,SPA 6 - South,5637,5686621.625,9583.531071
06037228710,132,1000,13.2,District 2,Los Angeles - Vernon Central,SPA 6 - South,5638,4362081.152,9256.62522
06037228720,105,1139,9.2,District 2,Los Angeles - Vernon Central,SPA 6 - South,5639,4355249.906,9244.494358
06037228800,105,1245,8.4,District 2,Los Angeles - Vernon Central,SPA 6 - South,5640,9091598.738,12294.38847
06037228900,163,789,20.7,District 2,Los Angeles - Vernon Central,SPA 6 - South,5641,5560833.44,9591.920222
06037229100,212,1101,19.3,District 2,Los Angeles - Vernon Central,SPA 6 - South,5642,5110877.335,9150.048857
06037229200,180,1205,14.9,District 2,Los Angeles - Vernon Central,SPA 6 - South,5643,4777352.965,8918.160825
06037229300,209,1362,15.3,District 2,Los Angeles - South Park,SPA 6 - South,5644,5361360.493,9403.799068
06037229410,86,878,9.8,District 2,Los Angeles - South Park,SPA 6 - South,5645,5839057.293,9706.987164
06037229420,208,1029,20.2,District 2,Los Angeles - Vernon Central,SPA 6 - South,5646,6294942.099,10050.53192
06037231100,185,690,26.8,District 2,Los Angeles - Exposition Park,SPA 6 - South,5647,9467086.087,12847.4099
06037231210,123,1160,10.6,District 2,Los Angeles - Exposition Park,SPA 6 - South,5648,3444734.555,7919.442019
06037231220,469,1437,32.6,District 2,Los Angeles - Exposition Park,SPA 6 - South,5649,10408962.84,13170.38885
06037231301,162,836,19.4,District 2,Los Angeles - Exposition Park,SPA 6 - South,5650,2518039.383,7081.842675
06037231302,67,835,8,District 2,Los Angeles - Exposition Park,SPA 6 - South,5651,4559947.977,10645.17008
06037231400,270,1522,17.7,District 2,Los Angeles - Exposition Park,SPA 6 - South,5652,6683376.849,10350.62654
06037231500,120,1461,8.2,District 2,Los Angeles - West Vernon,SPA 6 - South,5653,9886748.925,12797.04841
06037231601,17,743,2.3,District 2,Los Angeles - West Vernon,SPA 6 - South,5654,3446476.848,7853.763482
06037231602,23,611,3.8,District 2,Los Angeles - West Vernon,SPA 6 - South,5655,3395683.698,7818.01295
06037231603,165,756,21.8,District 2,Los Angeles - West Vernon,SPA 6 - South,5656,3442922.355,7867.478801
06037231710,271,1250,21.7,District 2,Los Angeles - West Vernon,SPA 6 - South,5657,3484295.735,7941.436139
06037231720,400,1473,27.2,District 2,Los Angeles - West Vernon,SPA 6 - South,5658,5082200.788,9119.793892
06037231800,266,1446,18.4,District 2,Los Angeles - South Park,SPA 6 - South,5659,5600675.429,9533.126035
06037231901,87,747,11.6,District 2,Los Angeles - South Park,SPA 6 - South,5660,2588562.601,6562.286117
06037231902,179,789,22.7,District 2,Los Angeles - South Park,SPA 6 - South,5661,3443782.558,9939.811263
06037232110,157,829,18.9,District 2,Los Angeles - West Vernon,SPA 6 - South,5662,4089411.65,8787.53225
06037232120,275,1502,18.3,District 2,Los Angeles - West Vernon,SPA 6 - South,5663,5662639.109,9729.128873
06037232200,236,882,26.8,District 2,Los Angeles - Vermont Square,SPA 6 - South,5664,5628749.463,10868.64075
06037232300,124,1181,10.5,District 2,Los Angeles - Vermont Square,SPA 6 - South,5665,6767725.02,11548.122
06037232401,131,1109,11.8,District 2,Los Angeles - West Vernon,SPA 6 - South,5666,6132389.532,11911.30221
06037232402,61,930,6.6,District 2,Los Angeles - West Vernon,SPA 6 - South,5667,5847553.988,11262.2419
06037232500,206,1486,13.9,District 2,Los Angeles - West Vernon,SPA 6 - South,5668,8278204.669,11953.55898
06037232601,58,556,10.4,District 2,Los Angeles - West Vernon,SPA 6 - South,5669,2829224.069,6995.454076
06037232602,145,1308,11.1,District 2,Los Angeles - West Vernon,SPA 6 - South,5670,5717382.138,9605.282971
06037232701,69,558,12.4,District 2,Los Angeles - West Vernon,SPA 6 - South,5671,2986948.066,7152.589976
06037232702,181,1012,17.9,District 2,Los Angeles - West Vernon,SPA 6 - South,5672,4880011.484,8854.570671
06037232800,159,927,17.2,District 2,Los Angeles - South Park,SPA 6 - South,5673,4643362.64,8648.316981
06037234001,124,994,12.5,District 2,Los Angeles - Leimert Park,SPA 6 - South,5674,7211328.698,15620.89687
06037234002,60,1027,5.8,District 2,Los Angeles - Leimert Park,SPA 6 - South,5675,6177447.263,13218.79243
06037234200,53,1117,4.7,District 2,Los Angeles - Crenshaw District,SPA 6 - South,5676,9553866.941,12926.12396
06037234301,148,913,16.2,District 2,Los Angeles - Leimert Park,SPA 6 - South,5677,5376254.301,9391.180113
06037234302,130,1341,9.7,District 2,Los Angeles - Leimert Park,SPA 6 - South,5678,3925948.759,9225.642912
06037234501,49,822,6,District 2,Los Angeles - Leimert Park,SPA 6 - South,5679,8201487.552,12601.52403
06037234502,252,1129,22.3,District 2,Los Angeles - Leimert Park,SPA 6 - South,5680,5870200.311,11641.76288
06037234600,244,1630,15,District 2,Los Angeles - Hyde Park,SPA 6 - South,5681,14005780.67,17543.29649
06037234700,131,1342,9.8,District 2,Los Angeles - Hyde Park,SPA 6 - South,5682,8008087.941,14743.31483
06037234800,128,1160,11,District 2,Los Angeles - Hyde Park,SPA 6 - South,5683,7041478.189,10614.46053
06037234901,353,1263,27.9,District 2,Los Angeles - Hyde Park,SPA 6 - South,5684,3502662.124,7934.899496
06037234902,770,1935,39.8,District 2,Los Angeles - Hyde Park,SPA 6 - South,5685,4820942.614,9961.988517
06037235100,93,1773,5.2,District 2,Los Angeles - View Heights,SPA 6 - South,5686,12641574.44,17923.81641
06037235201,101,943,10.7,District 2,Los Angeles - Hyde Park,SPA 6 - South,5687,7063869.286,10605.22121
06037235202,400,1754,22.8,District 2,Los Angeles - Hyde Park,SPA 6 - South,5688,9155251.666,13208.50644
06037236001,118,1973,6,District 2,Los Angeles - Baldwin Hills,SPA 6 - South,5689,23649209.74,27665.38061
06037236101,356,1323,26.9,District 2,Los Angeles - Baldwin Hills,SPA 6 - South,5690,6700471.337,11551.61355
06037236102,284,1846,15.4,District 2,Los Angeles - Baldwin Hills,SPA 6 - South,5691,5497542.319,11854.51342
06037236203,310,1448,21.4,District 2,Los Angeles - Baldwin Hills,SPA 6 - South,5692,3636276.613,10600.56599
06037236204,307,1231,24.9,District 2,Los Angeles - Baldwin Hills,SPA 6 - South,5693,2449353.236,6658.90137
06037236205,384,1325,29,District 2,Los Angeles - Baldwin Hills,SPA 6 - South,5694,1826340.072,6036.843506
06037236400,90,2089,4.3,District 2,Los Angeles - Baldwin Hills,SPA 6 - South,5695,14351405.03,19215.06628
06037237101,178,1000,17.8,District 2,Los Angeles - Harvard Park,SPA 6 - South,5696,6727302.867,10336.7248
06037237102,223,999,22.3,District 2,Los Angeles - Harvard Park,SPA 6 - South,5697,4920014.795,9010.338548
06037237201,39,1021,3.8,District 2,Los Angeles - Harvard Park,SPA 6 - South,5698,4880577.703,8888.391119
06037237202,350,1216,28.8,District 2,Los Angeles - Harvard Park,SPA 6 - South,5699,11940267.73,14382.6784
06037237300,290,1798,16.1,District 2,Los Angeles - Harvard Park,SPA 6 - South,5700,10718169.98,13449.6601
