OBJECTID,FIPS Code,Primary RUCA Code 2010,Secondary RUCA Code 2010,Tract Population 2010,Land Area sqmi 2010,Population Density sqmi 2010,SD,SPA,CSA,Shape__Area,Shape__Length
3199,06037201110,1,1,2574,0.4,6575.4,District 1,SPA 4 - Metro,Los Angeles - El Sereno,10913332.2568359,16183.430157444
3200,06037432402,1,1,6310,0.6,10933.9,District 1,SPA 3 - San Gabriel,City of El Monte,16204176.3320313,18801.1078473036
3201,06037461100,1,1,4844,0.8,6435,District 5,SPA 3 - San Gabriel,Unincorporated - Altadena,21082307.8037109,19661.2885531315
3202,06037188202,1,1,2347,0.3,8011.7,District 5,SPA 4 - Metro,Los Angeles - Los Feliz,8166621.109375,11753.7165490919
3203,06037189905,1,1,2304,0.1,23096.4,District 3,SPA 4 - Metro,Los Angeles - Hollywood,2780937.6640625,6976.50622786965
3204,06037602504,1,1,4407,0.1,35508.2,District 2,SPA 8 - South Bay,City of Hawthorne,3460243.23046875,7905.66230939895
3205,06037405400,1,1,4795,0.5,9215.9,District 1,SPA 3 - San Gabriel,Unincorporated - Covina,14504577.6904297,20424.5700420524
3206,06037204820,1,1,2274,0.1,18388.4,District 1,SPA 4 - Metro,Los Angeles - Boyle Heights,3445972.39746094,8346.72019718145
3207,06037405500,1,1,6808,0.7,9503.3,District 1,SPA 3 - San Gabriel,City of West Covina,19971585.3652344,20090.1967368135
3208,06037408625,1,1,4160,0.8,5036.9,District 1,SPA 3 - San Gabriel,Unincorporated - Hacienda Heights,23025105.2207031,20528.2175574981
3209,06037226420,1,1,4906,0.2,29761.7,District 2,SPA 6 - South,Los Angeles - Central,4595545.90136719,8778.89296499147
3210,06037199202,1,1,3031,0.4,8227.9,District 1,SPA 4 - Metro,Los Angeles - Lincoln Heights,10272996.2011719,18301.5728520092
3211,06037620904,1,1,2888,0.2,12981.9,District 2,SPA 8 - South Bay,City of Manhattan Beach,10788495.7802734,14432.6021451729
3212,06037408626,1,1,4341,1,4526.2,District 1,SPA 3 - San Gabriel,Unincorporated - Rowland Heights,26738081.2226563,26291.4040483739
3213,06037432300,1,1,3951,0.8,5244.5,District 1,SPA 3 - San Gabriel,City of El Monte,21330284.1484375,20234.793110136
3214,06037432401,1,1,3789,0.4,9351.9,District 1,SPA 3 - San Gabriel,City of El Monte,11294826.0556641,18557.7395694548
3215,06037461200,1,1,4443,0.9,4682.4,District 5,SPA 3 - San Gabriel,Unincorporated - Altadena,26451696.7294922,27931.1204710193
3216,06037461300,1,1,6638,0.8,8821.1,District 5,SPA 3 - San Gabriel,Unincorporated - Altadena,20989479.1679688,29192.8219262387
3217,06037241002,1,1,3606,0.3,13204.7,District 2,SPA 6 - South,Los Angeles - Century Palms/Cove,7614296.7421875,13017.1699277629
3218,06037128220,1,1,3011,0.2,14036.5,District 3,SPA 2 - San Fernando,Los Angeles - Valley Glen,5979977.10253906,10040.0531732779
3219,06037461400,1,1,3204,0.4,8164.7,District 5,SPA 3 - San Gabriel,City of Pasadena,10939335.9384766,15871.3995306062
3220,06037461600,1,1,5826,0.6,9146.8,District 5,SPA 3 - San Gabriel,City of Pasadena,17884091.1914063,18010.6196089032
3221,06037119341,1,1,2719,0.1,21576.2,District 3,SPA 2 - San Fernando,Los Angeles - Panorama City,3512711.1796875,8359.54226201368
3222,06037650604,1,1,5412,0.2,27190.3,District 4,SPA 8 - South Bay,City of Torrance,5548335.74609375,9489.82469678834
3223,06037407602,1,1,4008,0.4,11116.8,District 1,SPA 3 - San Gabriel,City of La Puente,10060120.0410156,13487.2719744739
3224,06037403321,1,1,6034,2.6,2332,District 1,SPA 3 - San Gabriel,City of Diamond Bar,72152881.6396484,42407.3214207344
3225,06037125401,1,1,4024,0.2,26200.5,District 5,SPA 2 - San Fernando,Los Angeles - North Hollywood,4281459.26464844,10111.9843733429
3226,06037405600,1,1,5428,0.8,6625.7,District 1,SPA 3 - San Gabriel,City of West Covina,22613541.7802734,23814.6589798921
3227,06037189904,1,1,2260,0.1,36674.6,District 3,SPA 4 - Metro,Los Angeles - Hollywood,1717859.99707031,5282.07905679027
3228,06037408303,1,1,4029,0.6,6315.1,District 1,SPA 3 - San Gabriel,Unincorporated - North Whittier,18600436.6474609,25044.6290260086
3229,06037127605,1,1,3549,0.2,14252.8,District 3,SPA 2 - San Fernando,Los Angeles - Lake Balboa,6981245.81835938,10568.6411816251
3230,06037188100,1,1,4076,0.8,5007.2,District 1,SPA 4 - Metro,Los Angeles - Atwater Village,22750682.0283203,25984.6501244007
3231,06037189903,1,1,2164,0,66747.7,District 3,SPA 4 - Metro,Los Angeles - Hollywood,903792.735351563,4148.74618009788
3232,06037141303,1,1,3089,0.1,30547.8,District 3,SPA 2 - San Fernando,Los Angeles - Sherman Oaks,2828156.85058594,7096.50912779019
3233,06037186202,1,1,1974,0.2,12523.2,District 1,SPA 4 - Metro,Los Angeles - Glassell Park,4394286.67871094,11049.8744788224
3234,06037194101,1,1,3091,1,3148.4,District 3,SPA 4 - Metro,Los Angeles - Hollywood Hills,27368995.7080078,33899.9523158657
3235,06037980003,10,10,2,74.1,0,District 5,SPA 1 - Antelope Valley,Unincorporated - South Edwards,2077800537.41211,272703.596220491
3236,06037980007,99,99,0,0.9,0,District 4,SPA 8 - South Bay,City of Long Beach,29121003.3056641,24145.1828923903
3237,06037296901,1,1,4127,0.2,17314.8,District 4,SPA 8 - South Bay,Los Angeles - San Pedro,6645893.78125,11354.5896772486
3238,06037104822,1,1,2277,0.2,9688.4,District 3,SPA 2 - San Fernando,Los Angeles - Pacoima,6504668.796875,13769.4332839139
3239,06037910101,1,1,1684,23.6,71.4,District 5,SPA 1 - Antelope Valley,Unincorporated - Palmdale,659509779.25293,138506.510902454
3240,06037269602,1,1,3252,0.1,28984.5,District 3,SPA 5 - West,Los Angeles - Cadillac-Corning,3127881.91210938,7326.2644319278
3241,06037271901,1,1,3087,0.2,12604.8,District 3,SPA 5 - West,Los Angeles - Mar Vista,7084576.93066406,10708.1856570728
3242,06037302003,1,1,3578,0.1,39071.3,District 5,SPA 2 - San Fernando,City of Glendale,2552854.12792969,6617.57834142569
3243,06037117102,1,1,2631,0.4,6598.6,District 3,SPA 2 - San Fernando,Los Angeles - North Hills,11180076.8193359,13727.9865356418
3244,06037199120,1,1,4086,0.4,11220.9,District 1,SPA 4 - Metro,Los Angeles - Lincoln Heights,10353364.7763672,16463.9917915215
3245,06037199300,1,1,3848,1,3908.8,District 1,SPA 4 - Metro,Los Angeles - Lincoln Heights,27892046.6816406,31628.1003131793
3246,06037199400,1,1,4668,0.3,18045.7,District 1,SPA 4 - Metro,Los Angeles - Mt. Washington,7503405.875,16929.5365290071
3247,06037272202,1,1,3378,0.1,28261.6,District 3,SPA 5 - West,Los Angeles - Mar Vista,3332333.62988281,8785.83181978402
3248,06037128500,1,1,4015,0.4,10678.7,District 3,SPA 2 - San Fernando,Los Angeles - Sherman Oaks,10481214.3525391,13224.6566382434
3249,06037199700,1,1,3411,0.4,9427.3,District 1,SPA 4 - Metro,Los Angeles - Wholesale District,10447074.6611328,13865.2251105736
3250,06037199800,1,1,5631,0.3,22393.9,District 1,SPA 4 - Metro,Los Angeles - Lincoln Heights,7009961.78222656,10760.5523985958
3251,06037920115,2,2,4149,1.4,2984.7,District 5,SPA 2 - San Fernando,City of Santa Clarita,38748970.7548828,34812.1011472792
3252,06037203600,1,1,5394,0.2,25244.6,District 1,SPA 4 - Metro,Los Angeles - Boyle Heights,5956721.89453125,10682.1394081949
3253,06037201120,1,1,4097,0.3,13422.1,District 1,SPA 4 - Metro,Los Angeles - El Sereno,8526541.92382813,13916.4125336265
3254,06037201501,1,1,5306,0.3,15500.7,District 1,SPA 4 - Metro,Los Angeles - El Sereno,9566161.625,14427.9738118469
3255,06037201503,1,1,3323,0.2,19588.7,District 1,SPA 4 - Metro,Los Angeles - El Sereno,4729129.09570313,9203.94794121773
3256,06037201504,1,1,2428,0.1,17072.4,District 1,SPA 4 - Metro,Los Angeles - El Sereno,3964702.95800781,9633.74630161675
3257,06037203500,1,1,3064,0.6,4857.2,District 1,SPA 4 - Metro,Los Angeles - Wholesale District,17841970.7617188,18793.6793821514
3258,06037201700,1,1,5093,0.7,7783.3,District 1,SPA 4 - Metro,Los Angeles - University Hills,18241832.0185547,21283.1745896941
3259,06037203100,1,1,4839,0.3,19063,District 1,SPA 4 - Metro,Los Angeles - Boyle Heights,7076573.72558594,11835.7114626533
3260,06037554600,1,1,4374,0.4,10721.9,District 4,SPA 7 - East,City of Norwalk,11373738.4160156,14557.5209299916
3261,06037203300,1,1,2607,0.6,4534.8,District 1,SPA 4 - Metro,Los Angeles - Boyle Heights,16058051.3457031,15611.025193486
3262,06037203720,1,1,4001,0.1,32277.8,District 1,SPA 4 - Metro,Los Angeles - Boyle Heights,3455623.08300781,7965.72103815256
3263,06037651221,1,1,3291,0.3,12242.6,District 4,SPA 8 - South Bay,City of Torrance,7494941.23339844,11370.4207506518
3264,06037128601,1,1,4288,0.3,16287,District 3,SPA 2 - San Fernando,Los Angeles - Sherman Oaks,7339199.21386719,13840.6277976153
3265,06037620201,1,1,1530,0.1,17260.3,District 2,SPA 8 - South Bay,City of Manhattan Beach,4513050.22363281,10982.9561785862
3266,06037211803,1,1,3529,0.1,65507,District 2,SPA 4 - Metro,Los Angeles - Little Bangladesh,1501836.625,4915.85668411055
3267,06037212501,1,1,2165,0,70447.3,District 2,SPA 4 - Metro,Los Angeles - Koreatown,856756.822265625,3804.12990576073
3268,06037241201,1,1,2898,0.2,15447.1,District 2,SPA 6 - South,Los Angeles - Figueroa Park Square,5230416.25585938,10180.3749695294
3269,06037702002,1,1,5700,0.4,14572.8,District 3,SPA 5 - West,City of Santa Monica,13639524.4492188,15569.5322345206
3270,06037269906,1,1,2878,0.1,35837.5,District 3,SPA 5 - West,Los Angeles - Palms,2238833.95117188,7462.52317272444
3271,06037601501,1,1,3890,0.2,21294.3,District 2,SPA 8 - South Bay,Unincorporated - Lennox,5092858.12792969,10545.4175901422
3272,06037203900,1,1,2944,0.2,16987.5,District 1,SPA 4 - Metro,Los Angeles - Boyle Heights,4831505.33886719,12501.6735835744
3273,06037204110,1,1,3078,0.2,13203.3,District 1,SPA 4 - Metro,Los Angeles - Boyle Heights,6499078.05566406,10204.6581913576
3274,06037204120,1,1,2650,0.1,26057,District 1,SPA 4 - Metro,Los Angeles - Boyle Heights,2835215.82226563,6976.74417579459
3275,06037204300,1,1,4787,0.2,19267.6,District 1,SPA 4 - Metro,Los Angeles - Boyle Heights,6926289.59179688,10888.0022795064
3276,06037204600,1,1,4101,0.2,18876.5,District 1,SPA 4 - Metro,Los Angeles - Boyle Heights,6269663.16308594,12240.5469782101
3277,06037204700,1,1,4972,0.4,12736.5,District 1,SPA 4 - Metro,Los Angeles - Boyle Heights,10882957.1123047,13337.0801852834
3278,06037204810,1,1,4478,0.3,15070.8,District 1,SPA 4 - Metro,Los Angeles - Boyle Heights,8285023.796875,12180.9033456122
3279,06037137201,1,1,5270,0.8,6847.7,District 3,SPA 2 - San Fernando,Los Angeles - Woodland Hills,21464042.7714844,19182.7922618331
3280,06037141400,1,1,4412,0.8,5701.9,District 3,SPA 2 - San Fernando,Los Angeles - Encino,21498769.3037109,19413.1081239955
3281,06037207900,1,1,4163,0.3,11939.3,District 1,SPA 4 - Metro,Los Angeles - Downtown,9720389.02539063,12841.3751209195
3282,06037143100,1,1,3984,0.7,5995.3,District 5,SPA 2 - San Fernando,Los Angeles - Toluca Lake,19131601.6142578,18918.1044381835
3283,06037535001,1,1,4325,0.2,24904.7,District 2,SPA 6 - South,Unincorporated - Florence-Firestone,4841546.92578125,8859.37987432185
3284,06037137401,1,1,4157,0.9,4563.3,District 3,SPA 2 - San Fernando,Los Angeles - Woodland Hills,25590865.9667969,26377.214751617
3285,06037141302,1,1,5504,0.5,11220.2,District 3,SPA 2 - San Fernando,Los Angeles - Sherman Oaks,13726531.8984375,17038.8070578706
3286,06037203800,1,1,4589,0.2,24385.9,District 1,SPA 4 - Metro,Los Angeles - Boyle Heights,5246195.37988281,9451.84756925027
3287,06037115403,1,1,3188,0.3,11732.8,District 3,SPA 2 - San Fernando,Los Angeles - Northridge,7574458.01855469,11112.5969812925
3288,06037603005,1,1,5591,0.3,22252.8,District 2,SPA 8 - South Bay,City of Gardena,7004871.66503906,10585.9302947952
3289,06037604001,1,1,4470,0.3,17567.3,District 2,SPA 8 - South Bay,City of Lawndale,7094128.81933594,10693.2112934196
3290,06037104203,1,1,5210,0.3,19060.3,District 3,SPA 2 - San Fernando,Los Angeles - Pacoima,7620036.26855469,11052.5284982817
3291,06037207710,1,1,2490,0.4,5854.6,District 1,SPA 4 - Metro,Los Angeles - Downtown,11853348.5126953,17223.242815371
3292,06037219010,1,1,2814,0.2,16532,District 2,SPA 6 - South,Los Angeles - Jefferson Park,4745319.71679688,9379.45374785567
3293,06037650003,1,1,3158,0.2,16232.9,District 4,SPA 8 - South Bay,City of Torrance,5425884.96777344,9574.98095903663
3294,06037209520,1,1,2791,0.1,31269.5,District 1,SPA 4 - Metro,Los Angeles - Pico-Union,2488298.79003906,6468.36065287354
3295,06037208000,1,1,6893,0.4,18382.8,District 1,SPA 4 - Metro,Los Angeles - Temple-Beaudry,10453410.7646484,14241.0239479276
3296,06037209102,1,1,5267,0.1,44748.4,District 1,SPA 4 - Metro,Los Angeles - Westlake,3281340.921875,8364.69728756733
3297,06037209200,1,1,2785,0.2,17541.7,District 1,SPA 4 - Metro,Los Angeles - Westlake,4426035.81445313,8750.64333129951
3298,06037209300,1,1,5021,0.1,42454.1,District 1,SPA 4 - Metro,Los Angeles - Westlake,3297115.69921875,7931.22236885673
3299,06037210010,1,1,3520,0.2,22311.2,District 1,SPA 4 - Metro,Los Angeles - Pico-Union,4402120.02636719,8907.43026384884
3300,06037190301,1,1,4758,0.2,30547.6,District 3,SPA 4 - Metro,Los Angeles - Hollywood,4341601.24511719,12081.6534989536
3301,06037190510,1,1,4227,0.1,34384.9,District 3,SPA 4 - Metro,Los Angeles - Hollywood,3427014.7734375,7981.11783118573
3302,06037190700,1,1,3379,0.2,13621.1,District 3,SPA 4 - Metro,Los Angeles - Hollywood,6915750.69433594,12502.8127611178
3303,06037190902,1,1,3960,0.2,21060.5,District 3,SPA 4 - Metro,Los Angeles - Hollywood,5241761.85253906,9257.05688477667
3304,06037237102,1,1,3254,0.2,18322.9,District 2,SPA 6 - South,Los Angeles - Harvard Park,4951073.34863281,9013.08052987855
3305,06037191000,1,1,3228,0.3,12887.8,District 3,SPA 4 - Metro,Los Angeles - Hollywood,6982346.08789063,11184.1566866414
3306,06037191110,1,1,3338,0.1,31697,District 1,SPA 4 - Metro,Los Angeles - Little Armenia,2935769.43554688,7507.32333460222
3307,06037191120,1,1,4135,0.1,28208.5,District 1,SPA 4 - Metro,Los Angeles - Little Armenia,4086485.78417969,8373.03215429788
3308,06037191610,1,1,4502,0.2,27923,District 3,SPA 4 - Metro,Los Angeles - Melrose,4498406.6796875,9410.99859297722
3309,06037191620,1,1,2789,0.1,31517,District 3,SPA 4 - Metro,Los Angeles - Melrose,2463246.37695313,7019.86987592721
3310,06037191710,1,1,3231,0.3,11864.8,District 3,SPA 4 - Metro,Los Angeles - Melrose,7627398.74121094,13209.0292696478
3311,06037700300,1,1,5623,0.2,23986.8,District 3,SPA 4 - Metro,City of West Hollywood,6535065.95214844,14233.8134814791
3312,06037134201,1,1,4270,0.6,7578,District 3,SPA 2 - San Fernando,Los Angeles - Canoga Park,15786714.0322266,16455.9507152668
3313,06037901004,1,1,12544,5,2484,District 5,SPA 1 - Antelope Valley,City of Lancaster,140927869.226563,53077.6682555037
3314,06037901007,1,1,2258,2,1122.8,District 5,SPA 1 - Antelope Valley,City of Lancaster,56077816.8007813,31617.3101571073
3315,06037901101,1,1,5496,2,2726.3,District 5,SPA 1 - Antelope Valley,City of Lancaster,56221612.2167969,31894.6133110991
3316,06037133100,1,1,5446,0.6,9332.9,District 3,SPA 2 - San Fernando,Los Angeles - Reseda,16360493.7285156,16956.2822504729
3317,06037276601,1,1,3838,0.9,4452.9,District 2,SPA 5 - West,Los Angeles - Westchester,24108939.8232422,23283.3399964032
3318,06037277000,1,1,5395,0.9,6078.1,District 2,SPA 5 - West,Los Angeles - Westchester,24745922.4794922,21847.7459940653
3319,06037134103,1,1,4193,0.4,10432.9,District 3,SPA 2 - San Fernando,Los Angeles - Winnetka,11307062.9169922,17436.7934762498
3320,06037134104,1,1,4322,0.3,17275.2,District 3,SPA 2 - San Fernando,Los Angeles - Winnetka,6974297.42773438,10562.5443777477
3321,06037920030,2,2,5818,1,5756,District 5,SPA 2 - San Fernando,City of Santa Clarita,28175241.4882813,23646.7547586098
3322,06037920040,2,2,3352,1.1,2932.5,District 5,SPA 2 - San Fernando,City of Santa Clarita,31861962.9052734,27203.3894819947
3323,06037670701,1,1,6882,1.2,5959.2,District 4,SPA 8 - South Bay,City of Rancho Palos Verdes,33169403.4023438,35236.901542988
3324,06037297201,1,1,3475,0.2,22279.8,District 4,SPA 8 - South Bay,Los Angeles - San Pedro,4348887.16796875,8280.5321659166
3325,06037910201,1,1,3549,5.6,631.3,District 5,SPA 1 - Antelope Valley,City of Palmdale,156759331.927734,57597.434804874
3326,06037900505,1,1,4002,0.5,7915.9,District 5,SPA 1 - Antelope Valley,City of Lancaster,14109167.0068359,15916.0968722898
3327,06037264102,1,1,2873,0.2,18767.8,District 3,SPA 5 - West,Los Angeles - Brentwood,4267625.33203125,10245.740071267
3328,06037132700,1,1,4912,0.5,9705,District 3,SPA 2 - San Fernando,Los Angeles - Reseda,14222014.8105469,15692.7242065842
3329,06037132900,1,1,3461,0.5,7565.6,District 3,SPA 2 - San Fernando,Los Angeles - Reseda,12852276.7197266,18197.0142079188
3330,06037133000,1,1,4449,0.4,11555.3,District 3,SPA 2 - San Fernando,Los Angeles - Reseda,10787218.859375,14158.0107359599
3331,06037900506,1,1,4352,0.5,8623,District 5,SPA 1 - Antelope Valley,City of Lancaster,14074252.1044922,15929.1502226566
3332,06037278102,1,1,3158,0.6,4871.5,District 2,SPA 5 - West,Los Angeles - Playa Del Rey,35403569.5458984,34681.3136344175
3333,06037294301,1,1,2448,0.3,8891.9,District 4,SPA 8 - South Bay,Los Angeles - Wilmington,7676011.80078125,11675.1941905741
3334,06037294302,1,1,4754,0.3,14652.7,District 4,SPA 8 - South Bay,Los Angeles - Wilmington,9046111.65820313,14638.1780249714
3335,06037207502,1,1,2589,0.2,16027.5,District 1,SPA 4 - Metro,Los Angeles - Downtown,4503362.95507813,9155.67719345887
3336,06037240401,1,1,5383,0.3,20103.8,District 2,SPA 6 - South,Los Angeles - Vermont Vista,7460071.13671875,11317.3017187645
3337,06037294701,1,1,3019,0.7,4463.1,District 4,SPA 8 - South Bay,Los Angeles - Wilmington,18881648.4335938,19842.785052273
3338,06037208402,1,1,2775,0.1,21065,District 1,SPA 4 - Metro,Los Angeles - Historic Filipinotown,3667724.10058594,8621.7803014276
3339,06037296401,1,1,3191,0.4,8374.4,District 4,SPA 8 - South Bay,Los Angeles - San Pedro,10636314.9609375,14229.7553134629
3340,06037900608,1,1,3536,0.5,6833,District 5,SPA 1 - Antelope Valley,City of Lancaster,14400500.9677734,16063.522357794
3341,06037621104,1,1,6649,0.4,16394.6,District 2,SPA 8 - South Bay,City of Hermosa Beach,17836872.9980469,17046.2837733778
3342,06037101400,1,1,3903,2.4,1602.2,District 5,SPA 2 - San Fernando,Los Angeles - Tujunga,67915323.0517578,42668.9289857626
3343,06037208502,1,1,3571,0.1,35430.4,District 1,SPA 4 - Metro,Los Angeles - Temple-Beaudry,2809795.96191406,6779.01704749062
3344,06037208801,1,1,2995,0.1,33115,District 1,SPA 4 - Metro,Los Angeles - Westlake,2889587.41015625,7802.25243544067
3345,06037900507,1,1,7669,1.5,5044,District 5,SPA 1 - Antelope Valley,City of Lancaster,42479515.7792969,26570.3272573042
3346,06037120104,1,1,2310,0.2,13181.4,District 3,SPA 2 - San Fernando,Los Angeles - Panorama City,4885243.29101563,10176.5522871564
3347,06037183402,1,1,2820,0.2,14224.6,District 1,SPA 4 - Metro,Los Angeles - Eagle Rock,5526566.20898438,11220.1366917148
3348,06037183701,1,1,3922,0.2,18440.3,District 1,SPA 4 - Metro,Los Angeles - Highland Park,5929404.44628906,12531.3449564882
3349,06037187101,1,1,3235,0.3,11017.9,District 1,SPA 4 - Metro,Los Angeles - Atwater Village,8483179.29980469,12910.6073876595
3350,06037297601,1,1,2594,0.3,8938.2,District 4,SPA 8 - South Bay,Los Angeles - San Pedro,27654301.1689453,32759.8366286358
3351,06037186203,1,1,2936,0.3,9023.5,District 1,SPA 4 - Metro,Los Angeles - Glassell Park,9070406.43164063,15825.6841141805
3352,06037186302,1,1,5198,0.7,7986.3,District 1,SPA 4 - Metro,Los Angeles - Glassell Park,18139341.7753906,17905.2193543655
